id	sent1	sent2	label
8965	أنا عطشان لذا أشرب ماء البحر	أنا عطشان لذا أشرب الماء العذب	0
8966	أليس تعمل على البحر	أليس تعمل في الملعب	0
8967	يبدو بوب مبهجًا لأنه يؤذي أصابعه	يبدو بوب مؤلمًا لأنه يؤلم أصابعه	0
8968	ماريا تسعل عندما تتنفس في الضباب	ماريا تسعل عندما تتنفس في الهواء الطلق	1
8969	تتمتع الأسود الأفريقية بتناول اللحوم	الأسود الأفريقية تستمتع بتناول العشب	1
8970	تخرجت من الكلية في سن الثالثة	تخرجت من الكلية في سن 22	0
8971	تبقى الدببة في الكهوف أثناء الإسبات	تبقى الدببة تحت الماء أثناء الإسبات	1
8972	أليس تذهب إلى الحمام للإفراز	أليس تذهب إلى الحمام من أجل النضوب	1
8973	ذهبت تحت الماء وأخذت نفسا عميقا	ذهبت تحت الماء وأحبس أنفاسي	0
8974	يمكن للكلاب إطعام الحليب لصغارهم	يمكن للكلاب إطعام الدم لصغارهم	1
8975	يذهب فرانك إلى البنك لتوفير المال	يذهب فرانك إلى البنك لإنقاذ الناس	1
8976	يستطيع جاك قراءة الكتب بعد تعلم الكلمات الأساسية	يستطيع جاك قراءة الكتب قبل تعلم الكلمات الأساسية	1
8977	الاطفال يطيرون الطائرات الورقية في يوم عاصف	الاطفال يطيرون الطائرات الورقية في يوم بدون رياح	1
8978	يحبه الطلاب عندما يسمح لهم المعلمون بالرحيل مبكرًا	يحبه الطلاب عندما يسمح لهم المعلمون بالرحيل لاحقًا	1
8979	تظهر اليد الكبيرة على الساعة اليوم	تظهر اليد الكبيرة على الساعة الدقيقة	0
8980	حافظ على التوازن وسقط على الأرض	فقد التوازن وسقط على الأرض	0
8981	اشترى معطفه الجديد من محل الملابس	اشترى معطفه الجديد من محل بقالة	1
8982	تحولت إشارة المرور إلى اللون الأخضر من اللون الأحمر	تحولت إشارة المرور إلى اللون الأبيض من الأحمر	1
8983	رائحتها فظيعة بعد الاستحمام	رائحتها لطيفة بعد الاستحمام	0
8984	يرتدي سترة ويذهب للتزلج	ارتدى قميصا وذهب للتزلج	1
8985	حصل على العديد من الهدايا في حفلة عيد ميلاده	تلقى العديد من الشكاوى في حفلة عيد ميلاده	1
8986	تصفح البحر للتحقق من بريده الإلكتروني	تصفّح الويب للتحقق من بريده الإلكتروني	0
8987	أعطيته بعض المراجعة على مسيرته المستقبلية	أعطيته بعض النصائح حول مهنته المستقبلية	0
8988	زرعت شجرة في ساحتها	زرعت شجرة في غرفة نومها	1
8989	وضع الشرطي الشاهد في السجن	وضع الشرطي المشتبه به في السجن	0
8990	قام بطباعة النموذج وشطب الفراغات	طبع الاستمارة واملأ الفراغات	0
8991	كسرت السلحفاة البيض الذي وضعته على الأرض	أودعت السلحفاة البيض الذي وضعته على الأرض	0
8992	قام مالك السفينة بتعديل الشراع ليكون أسرع	قام مالك السفينة بتعديل الرياح لتصبح أسرع	1
8993	أشعل السيجارة وبدأ بالتدخين	أطفأ السيجارة وبدأ بالتدخين	1
8994	ألقت العروس باقة بعد الزفاف	حصلت العروس على باقة بعد الزفاف	1
8995	أعادت أقراطها إلى صندوق التوابل	أعادت أقراطها إلى صندوق المجوهرات	0
8996	استراحة غداء قصيرة من العمل تجعلني آكل بسرعة	استراحة غداء قصيرة من العمل تجعلني آكل ببطء	1
8997	في كل مرة أحصل على رد عندما يتلقى رسالتي	في كل مرة أكتب ردا عندما تلقى رسالتي	1
8998	لم يكونوا راضين عن بعضهم البعض وتزوجوا	لم يكونوا راضين عن بعضهم البعض وحصلوا على الطلاق	0
8999	أعطاه النادل قائمة لطلب الطعام	أعطاه النادل فاتورة لطلب الطعام	1
9000	أشعل شعلة في النهار	أشعل شعلة ليلا في الليل	0
9001	أضع كل أغراضي في الدرج للسفر	أضع كل أغراضي في الأمتعة للسفر	0
9002	استخدم مجفف الشعر قبل أن يغسل شعره	استخدم مجفف الشعر بعد غسل شعره	0
9003	استخدم عيدان تناول الطعام لتناول الحساء	استخدم الملاعق لتناول الحساء	0
9004	يمكن استخدام DVD لتخزين المعلومات	يمكن استخدام DVD للبحث عن المعلومات	1
9005	أكلت البطيخ وتحولت أسناني إلى اللون الأصفر	أكلت الليمون وتحوّلت أسناني إلى اللون الأصفر	0
9006	خلعت الجوارب وغسلت يديها	خلعت القفازات وغسلت يديها	0
9007	قفزت البقرة فوق السياج وهربت	قفزت البقرة فوق القمر وهربت	1
9008	ترك لها الكثير من الفواتير في وصيته	ترك لها الكثير من المال في وصيته	0
9009	فتحت الفتاة الصغيرة وقرعت الجرس	الفتاة الصغيرة القرفصاء ودق الجرس	1
9010	امتد على الدرجة الاقتصادية للرحلة	امتد على الدرجة الأولى من الرحلة	0
9011	سار عبر الرواق إلى غرفة أخرى	مشى عبر السكة الحديد إلى غرفة أخرى	1
9012	كانت الأرض مغطاة بالسكر بين عشية وضحاها	كانت الأرض مغطاة بالثلج طوال الليل	0
9013	باقة الزهور في منتصف الطاولة	حديقة الزهور في وسط الطاولة	1
9014	ارتدى توم بدلة لإجراء مقابلة عمل أمس	ارتدى توم البيجاما لمقابلة العمل أمس	1
9015	وضعت الغيتار على قمة الجبل	وضعت الجيتار في أعلى الرف	0
9016	أكل بعض الحبوب المنومة حتى لا يغفو	أكل بعض حبوب البن لكي لا يغفو	0
9017	المحيط الأطلسي هو أكبر قارة في العالم	آسيا هي أكبر قارة في العالم	0
9018	كانت أغنيتها الجديدة شائعة على شاشة المسرح	كان فيلمها الجديد شائعًا على شاشة المسرح	0
9019	إنها الساعة السادسة والعام الجديد قادم	إنها الساعة 12 والعام الجديد قادم	0
9020	بنى الطير عشًا في أسفل الشجرة	بنى الطير عشًا أعلى الشجرة	0
9021	أشعلت الضوء وأصبحت الغرفة مشرقة	شغلت الراديو وأصبحت الغرفة مشرقة	1
9022	استخدم لوح ركوب الأمواج لتصفح الإنترنت	استخدم متصفح لتصفح الإنترنت	0
9023	ضغط على المعجل لإبطاء السيارة	ضغط على الفرامل لإبطاء السيارة	0
9024	أتذكر أنهم بنوا رجل ثلج في الشتاء الماضي	أتذكر أنهم بنوا رجل ثلج الصيف الماضي	1
9025	وجد أن لديه القليل من المال بعد أن دفع الفاتورة	وجد أن لديه المزيد من المال بعد أن دفع الفاتورة	1
9026	ذهبت إلى محطة الوقود لتزويد سيارتها بالوقود	ذهبت إلى محطة الوقود لتزويد سيارتها بالوقود	1
9027	بعد يوم واحد من التمرين أصبح قويا	بعد عام واحد من التمرين أصبح قويا	0
9028	فتح مظلته عندما بدأت تمطر	طوى مظلته عندما بدأت تمطر	1
9029	هي نباتية وترفض أكل الطعام	هي نباتية وترفض أكل اللحوم	0
9030	لقد نفد من الكولا أثناء القيادة للعمل فذهب هناك	نفد من الغاز أثناء القيادة للعمل فذهب هناك	0
9031	مارك طيار وجمع طائرة	مارك طيار وقد طار طائرة	0
9032	كتب جيم رسالة بإصبع على قطعة من الورق	كتب جيم رسالة بقلم رصاص على قطعة من الورق	0
9033	ذهب رجل الأعمال إلى المطار للحاق بالطائرة	ذهب رجل الأعمال إلى المطار لاصطياد فأر	1
